Statistical profiling result from isolate-0x140008000-51285-v8.log, (19383 ticks, 12409 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    202    1.0%          /Users/chris/.nvm/versions/node/v20.19.1/bin/node

 [JavaScript]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  JS: *pp$5.parsePropertyName /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:3450:36
      1    0.0%    0.0%  JS: *pp$5.initFunction /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:3466:31
      1    0.0%    0.0%  JS: *pp$4.curPosition /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:3744:30
      1    0.0%    0.0%  JS: *pp$1.regexp_eatQuantifierPrefix /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:4307:45
      1    0.0%    0.0%  JS: *pp$1.regexp_eatExtendedPatternCharacter /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:4492:53
      1    0.0%    0.0%  JS: *pp$1.regexp_disjunction /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:4210:37
      1    0.0%    0.0%  JS: *pp$1.regexp_alternative /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:4230:37
      1    0.0%    0.0%  JS: *pp$1.parseBlock /Users/chris/Developer/Ghost/node_modules/rollup/node_modules/acorn/dist/acorn.js:1162:29
      1    0.0%    0.0%  JS: *partialMerge /Users/chris/Developer/Ghost/node_modules/postcss-merge-rules/dist/index.js:107:22
      1    0.0%    0.0%  JS: *parser__PerformAction /Users/chris/Developer/Ghost/node_modules/postcss-calc/dist/parser.js:798:46
      1    0.0%    0.0%  JS: *parseReturnStatement /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:13053:23
      1    0.0%    0.0%  JS: *parsePropertyName /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:11917:20
      1    0.0%    0.0%  JS: *parseMaybeAssignAllowIn /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:10733:26
      1    0.0%    0.0%  JS: *parseImport /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:14149:14
      1    0.0%    0.0%  JS: *parseFunctionStatement /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:13042:25
      1    0.0%    0.0%  JS: *parseFunctionId /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:13370:18
      1    0.0%    0.0%  JS: *parseFunction /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:13335:16
      1    0.0%    0.0%  JS: *parseBlockBody /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:13225:17
      1    0.0%    0.0%  JS: *parseBlock /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:13207:13
      1    0.0%    0.0%  JS: *parse /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:4494:7
      1    0.0%    0.0%  JS: *parse /Users/chris/Developer/Ghost/node_modules/postcss-minify-selectors/node_modules/postcss-selector-parser/dist/parser.js:623:44
      1    0.0%    0.0%  JS: *parse /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/node_modules/postcss-values-parser/lib/index.js:17:8
      1    0.0%    0.0%  JS: *optimizationBailout /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1363:24
      1    0.0%    0.0%  JS: *offsetToSourcePos /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:4986:20
      1    0.0%    0.0%  JS: *objectAndMembersToName /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:351:32
      1    0.0%    0.0%  JS: *normalize /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/container.js:659:40
      1    0.0%    0.0%  JS: *nextToken /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/node_modules/postcss/lib/tokenize.js:57:21
      1    0.0%    0.0%  JS: *needsParens /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/node/index.js:84:21
      1    0.0%    0.0%  JS: *needFinish node:internal/streams/writable:870:20
      1    0.0%    0.0%  JS: *nameForCondition /Users/chris/Developer/Ghost/node_modules/webpack/lib/NormalModule.js:442:18
      1    0.0%    0.0%  JS: *module.exports.MatcherCollection.match /Users/chris/Developer/Ghost/node_modules/matcher-collection/index.js:9:50
      1    0.0%    0.0%  JS: *mergeOptions /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/util.js:8:22
      1    0.0%    0.0%  JS: *mergeChainOpts /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/config-chain.js:343:25
      1    0.0%    0.0%  JS: *merge /Users/chris/Developer/Ghost/node_modules/postcss-merge-longhand/dist/lib/decl/boxBase.js:101:16
      1    0.0%    0.0%  JS: *memoize /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/memoize.js:17:17
      1    0.0%    0.0%  JS: *join /Users/chris/Developer/Ghost/node_modules/webpack/node_modules/enhanced-resolve/lib/util/path.js:156:14
      1    0.0%    0.0%  JS: *jobDone /Users/chris/Developer/Ghost/node_modules/webpack/lib/FileSystemInfo.js:2218:19
      1    0.0%    0.0%  JS: *isMethod /Users/chris/Developer/Ghost/node_modules/@babel/types/lib/validators/generated/index.js:2224:18
      1    0.0%    0.0%  JS: *isMacroConditionPath /Users/chris/Developer/Ghost/node_modules/@embroider/macros/src/babel/macro-condition.js:10:30
      1    0.0%    0.0%  JS: *isImportDeclaration /Users/chris/Developer/Ghost/node_modules/@babel/types/lib/validators/generated/index.js:624:29
      1    0.0%    0.0%  JS: *isExplodedVisitor /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/visitors.js:25:27
      1    0.0%    0.0%  JS: *isEncoding node:buffer:571:40
      1    0.0%    0.0%  JS: *isClassDeclaration /Users/chris/Developer/Ghost/node_modules/@babel/types/lib/validators/generated/index.js:594:28
      1    0.0%    0.0%  JS: *include /Users/chris/Developer/Ghost/node_modules/rollup/dist/shared/node-entry.js:4468:12
      1    0.0%    0.0%  JS: *include /Users/chris/Developer/Ghost/node_modules/rollup/dist/shared/node-entry.js:3197:12
      1    0.0%    0.0%  JS: *inFunctionScope /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:4164:17
      1    0.0%    0.0%  JS: *implementsParallelAPI /Users/chris/Developer/Ghost/node_modules/broccoli-babel-transpiler/lib/parallel-api.js:35:31
      1    0.0%    0.0%  JS: *ids /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1485:8
      1    0.0%    0.0%  JS: *identifierExpression /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParserHelpers.js:44:31
      1    0.0%    0.0%  JS: *identifier /Users/chris/Developer/Ghost/node_modules/webpack/lib/NormalModule.js:407:12
      1    0.0%    0.0%  JS: *hrtime node:internal/process/per_thread:69:16
      1    0.0%    0.0%  JS: *hasPlugin /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:4989:12
      1    0.0%    0.0%  JS: *hasEffects /Users/chris/Developer/Ghost/node_modules/rollup/dist/shared/node-entry.js:4454:15
      1    0.0%    0.0%  JS: *handleModuleCreation /Users/chris/Developer/Ghost/node_modules/webpack/lib/Compilation.js:1942:22
      1    0.0%    0.0%  JS: *handleFs /Users/chris/Developer/Ghost/node_modules/broccoli-output-wrapper/dist/index.js:23:18
      1    0.0%    0.0%  JS: *handleExternals /Users/chris/Developer/Ghost/node_modules/webpack/lib/ExternalModuleFactoryPlugin.js:196:29
      1    0.0%    0.0%  JS: *getTestValue /Users/chris/Developer/Ghost/node_modules/rollup/dist/shared/node-entry.js:7426:17
      1    0.0%    0.0%  JS: *getScheme /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/URLAbsoluteSpecifier.js:31:19
      1    0.0%    0.0%  JS: *getPathIfNotComputed /Users/chris/Developer/Ghost/node_modules/rollup/dist/shared/node-entry.js:6492:30
      1    0.0%    0.0%  JS: *getParsed /Users/chris/Developer/Ghost/node_modules/postcss-minify-selectors/dist/index.js:33:19
      1    0.0%    0.0%  JS: *getOptions node:internal/fs/utils:321:20
      1    0.0%    0.0%  JS: *getModuleChunksIterable /Users/chris/Developer/Ghost/node_modules/webpack/lib/ChunkGraph.js:537:25
      1    0.0%    0.0%  JS: *getGeneratedSourceInfo /Users/chris/Developer/Ghost/node_modules/webpack/node_modules/webpack-sources/lib/helpers/getGeneratedSourceInfo.js:21:32
      1    0.0%    0.0%  JS: *getFunctionParent /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/scope/index.js:781:20
      1    0.0%    0.0%  JS: *getContent /Users/chris/Developer/Ghost/node_modules/webpack/lib/dependencies/HarmonyExportInitFragment.js:144:12
      1    0.0%    0.0%  JS: *getActiveState /Users/chris/Developer/Ghost/node_modules/webpack/lib/ModuleGraphConnection.js:165:16
      1    0.0%    0.0%  JS: *get node:internal/bootstrap/node:423:8
      1    0.0%    0.0%  JS: *get node:internal/bootstrap/node:385:8
      1    0.0%    0.0%  JS: *get /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/comparators.js:354:5
      1    0.0%    0.0%  JS: *gensync /Users/chris/Developer/Ghost/node_modules/gensync/index.js:15:19
      1    0.0%    0.0%  JS: *formatPosition /Users/chris/Developer/Ghost/node_modules/webpack/lib/formatLocation.js:15:24
      1    0.0%    0.0%  JS: *fn /Users/chris/Developer/Ghost/node_modules/webpack/lib/rules/RuleSetCompiler.js:279:9
      1    0.0%    0.0%  JS: *flush /Users/chris/Developer/Ghost/node_modules/rsvp/dist/rsvp.js:2436:17
      1    0.0%    0.0%  JS: *final node:internal/streams/transform:126:15
      1    0.0%    0.0%  JS: *filterRuntime /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/runtime.js:392:23
      1    0.0%    0.0%  JS: *fileIsInApp /Users/chris/Developer/Ghost/ghost/admin/node_modules/ember-auto-import/js/webpack.js:253:16
      1    0.0%    0.0%  JS: *fastLex /Users/chris/Developer/Ghost/node_modules/postcss-calc/dist/parser.js:1602:21
      1    0.0%    0.0%  JS: *extractCommentsFromList /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/normalize-file.js:104:33
      1    0.0%    0.0%  JS: *errorBuilder /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:6648:15
      1    0.0%    0.0%  JS: *entriesShouldNotBeIgnored /Users/chris/Developer/Ghost/node_modules/broccoli-caching-writer/index.js:251:35
      1    0.0%    0.0%  JS: *enter /Users/chris/Developer/Ghost/node_modules/@embroider/macros/src/babel/macros-babel-plugin.js:90:18
      1    0.0%    0.0%  JS: *enter /Users/chris/Developer/Ghost/node_modules/@embroider/macros/src/babel/macros-babel-plugin.js:63:18
      1    0.0%    0.0%  JS: *emptyChain /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/config-chain.js:353:20
      1    0.0%    0.0%  JS: *doResolve /Users/chris/Developer/Ghost/node_modules/webpack/node_modules/enhanced-resolve/lib/Resolver.js:674:11
      1    0.0%    0.0%  JS: *disabled /Users/chris/Developer/Ghost/ghost/admin/node_modules/autoprefixer/lib/processor.js:510:38
      1    0.0%    0.0%  JS: *destroyHooksExist node:internal/async_hooks:486:27
      1    0.0%    0.0%  JS: *crawl /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/scope/index.js:676:8
      1    0.0%    0.0%  JS: *contextifySourceUrl /Users/chris/Developer/Ghost/node_modules/webpack/lib/NormalModule.js:141:29
      1    0.0%    0.0%  JS: *compareNumbers /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/comparators.js:183:24
      1    0.0%    0.0%  JS: *compareIds /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/comparators.js:62:20
      1    0.0%    0.0%  JS: *commaSeparator /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/printer.js:776:24
      1    0.0%    0.0%  JS: *checkLVal /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:7455:12
      1    0.0%    0.0%  JS: *checkExpressionErrors /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:6965:24
      1    0.0%    0.0%  JS: *canMerge /Users/chris/Developer/Ghost/node_modules/postcss-merge-rules/dist/index.js:52:18
      1    0.0%    0.0%  JS: *callHooksForInfoWithFallback /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:4036:30
      1    0.0%    0.0%  JS: *cachedSetProperty /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/cleverMerge.js:59:27
      1    0.0%    0.0%  JS: *build /Users/chris/Developer/Ghost/node_modules/webpack/lib/NormalModule.js:1163:7
      1    0.0%    0.0%  JS: *body /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/stringifier.js:84:30
      1    0.0%    0.0%  JS: *blockPreWalkExportNamedDeclaration /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:2670:36
      1    0.0%    0.0%  JS: *async /Users/chris/Developer/Ghost/node_modules/gensync/index.js:91:20
      1    0.0%    0.0%  JS: *async /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/gensync-utils/async.js:34:10
      1    0.0%    0.0%  JS: *assertTypeof /Users/chris/Developer/Ghost/node_modules/gensync/index.js:119:22
      1    0.0%    0.0%  JS: *assertTargets /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/validation/option-assertions.js:222:23
      1    0.0%    0.0%  JS: *assertPluginList /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/validation/option-assertions.js:183:26
      1    0.0%    0.0%  JS: *asClonedArrayWithBeforeSpacing /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:250:40
      1    0.0%    0.0%  JS: *asClonedArray /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:261:23
      1    0.0%    0.0%  JS: *advance /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:4087:62
      1    0.0%    0.0%  JS: *addSegmentInternal /Users/chris/Developer/Ghost/node_modules/@jridgewell/gen-mapping/dist/gen-mapping.umd.js:142:32
      1    0.0%    0.0%  JS: *_startProcessing /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/AsyncQueue.js:329:18
      1    0.0%    0.0%  JS: *_root /Users/chris/Developer/Ghost/node_modules/postcss-minify-selectors/node_modules/postcss-selector-parser/dist/processor.js:44:47
      1    0.0%    0.0%  JS: *_preWalkVariableDeclaration /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:2856:29
      1    0.0%    0.0%  JS: *_path /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/partial.js:10:20
      1    0.0%    0.0%  JS: *_noLineTerminatorAfterNode /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/printer.js:79:14
      1    0.0%    0.0%  JS: *_next /Users/chris/Developer/Ghost/node_modules/babel-loader/lib/index.js:4:184
      1    0.0%    0.0%  JS: *_maybeAddAuxComment /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/printer.js:451:22
      1    0.0%    0.0%  JS: *_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      1    0.0%    0.0%  JS: *_factorizeModule /Users/chris/Developer/Ghost/node_modules/webpack/lib/Compilation.js:2177:18
      1    0.0%    0.0%  JS: *_createForOfIteratorHelperLoose /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:14:41
      1    0.0%    0.0%  JS: *_create /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/StatsFactory.js:255:9
      1    0.0%    0.0%  JS: *_append /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/printer.js:279:10
      1    0.0%    0.0%  JS: *_ /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1213:6
      1    0.0%    0.0%  JS: *ValueParser /Users/chris/Developer/Ghost/node_modules/postcss-value-parser/lib/index.js:5:21
      1    0.0%    0.0%  JS: *ThisExpression /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/expressions.js:118:24
      1    0.0%    0.0%  JS: *StringLiteral /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/types.js:194:23
      1    0.0%    0.0%  JS: *SourceMapSource /Users/chris/Developer/Ghost/node_modules/webpack/node_modules/webpack-sources/lib/SourceMapSource.js:36:13
      1    0.0%    0.0%  JS: *SourceMapGenerator_addMapping /Users/chris/Developer/Ghost/node_modules/source-map/lib/source-map-generator.js:103:41
      1    0.0%    0.0%  JS: *SourceMapConsumer_nextCharIsMappingSeparator /Users/chris/Developer/Ghost/node_modules/sourcemap-validator/node_modules/source-map/lib/source-map/source-map-consumer.js:185:58
      1    0.0%    0.0%  JS: *ReferencedIdentifier /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/scope/index.js:216:23
      1    0.0%    0.0%  JS: *Parser /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:14348:14
      1    0.0%    0.0%  JS: *ObjectProperty /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/types.js:78:24
      1    0.0%    0.0%  JS: *ObjectExpression /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/types.js:59:26
      1    0.0%    0.0%  JS: *NumericLiteral /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/types.js:179:24
      1    0.0%    0.0%  JS: *NodePath_Final.<computed> /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/index.js:278:48
      1    0.0%    0.0%  JS: *NodeBase /Users/chris/Developer/Ghost/node_modules/rollup/dist/shared/node-entry.js:3125:16
      1    0.0%    0.0%  JS: *Node /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/node_modules/postcss/lib/node.js:49:16
      1    0.0%    0.0%  JS: *Module._resolveLookupPaths node:internal/modules/cjs/loader:887:38
      1    0.0%    0.0%  JS: *Module._load node:internal/modules/cjs/loader:1008:24
      1    0.0%    0.0%  JS: *Module._compile node:internal/modules/cjs/loader:1489:37
      1    0.0%    0.0%  JS: *Minimatch.matchOne /Users/chris/Developer/Ghost/node_modules/minimatch/minimatch.js:786:41
      1    0.0%    0.0%  JS: *ImportDeclaration /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/scope/index.js:208:20
      1    0.0%    0.0%  JS: *Identifier$1 /Users/chris/Developer/Ghost/node_modules/rollup/dist/shared/node-entry.js:4388:16
      1    0.0%    0.0%  JS: *Function /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/scope/index.js:286:11
      1    0.0%    0.0%  JS: *ForXStatement /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/statements.js:104:23
      1    0.0%    0.0%  JS: *ExpressionStatement /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/expressions.js:218:29
      1    0.0%    0.0%  JS: *ExpressionScope /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:6732:14
